# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "../assignment-data//db/gencode.v30.annotation.gtf" "-g" "gene_name" "-o" "../assignment-data//results/diff-res/counts.txt" "../assignment-data//results/diff-res/bwa/S1.bam" "../assignment-data//results/diff-res/bwa/S2.bam" "../assignment-data//results/diff-res/bwa/S3.bam" "../assignment-data//results/diff-res/bwa/S4.bam" "../assignment-data//results/diff-res/bwa/S5.bam" "../assignment-data//results/diff-res/hisat/S1.bam" "../assignment-data//results/diff-res/hisat/S2.bam" "../assignment-data//results/diff-res/hisat/S3.bam" "../assignment-data//results/diff-res/hisat/S4.bam" "../assignment-data//results/diff-res/hisat/S5.bam" 
Geneid	../assignment-data//results/diff-res/bwa/S1.bam	../assignment-data//results/diff-res/bwa/S2.bam	../assignment-data//results/diff-res/bwa/S3.bam	../assignment-data//results/diff-res/bwa/S4.bam	../assignment-data//results/diff-res/bwa/S5.bam	../assignment-data//results/diff-res/hisat/S1.bam
MIR374A	0	0	0	0	0	0
RF02122	0	0	0	0	0	0
ZCCHC13	0	0	0	0	0	0
AC004386.2	0	0	0	0	0	0
AC004386.1	0	0	0	1	0	0
RN7SL790P	0	0	0	0	0	0
THAP12P1	0	0	0	0	0	0
RPS7P14	0	0	0	0	0	0
SLC16A2	24	12	25	33	10	0
HNRNPA1P25	0	0	0	0	0	0
PABPC1P3	158	194	163	160	203	0
RLIM	82	150	80	124	121	0
RNU6-330P	0	0	0	0	0	0
NEXMIF	0	0	0	0	0	0
AL139395.1	0	0	0	0	0	0
ABCB7	71	62	42	40	33	0
UPRT	12	41	32	16	22	0
BUD31P2	0	0	0	0	0	0
RNU6-562P	0	0	0	0	0	0
AL137013.1	0	0	0	0	0	0
ZDHHC15	0	0	0	4	0	0
RPL21P134	0	1	2	0	0	0
PCNPP4	0	0	0	0	0	0
BRAFP1	9	3	10	11	6	0
TTC3P1	110	116	115	117	70	0
MAGEE2	0	0	0	0	0	0
SAR1AP4	9	4	8	16	13	0
AL451105.1	0	0	0	0	0	0
AL451105.2	0	0	0	0	0	0
AC233982.1	9	5	9	8	13	0
PBDC1	57	79	96	77	112	0
AC233981.1	0	0	0	0	0	0
RNU6-867P	0	0	0	0	0	0
AC233981.2	0	0	0	0	0	0
LDHBP2	307	323	306	358	370	0
MAGEE1	10	10	26	6	18	0
RNA5SP508	0	0	0	0	0	0
TRAPPC13P1	0	0	0	0	0	0
AC233296.1	0	0	0	0	0	0
MIR384	0	0	0	0	0	0
MIR325	0	0	0	0	0	0
RNA5SP509	0	0	0	0	0	0
SPRYD7P1	0	0	0	0	0	0
FGF16	23	7	12	6	8	0
ATRX	94	94	74	113	77	0
FABP5P15	0	0	0	0	0	0
MAGT1	289	331	319	263	251	0
RNU6-854P	1	0	0	0	0	0
RN7SL460P	0	0	0	0	0	0
COX7B	86	123	64	89	109	0
ATP7A	33	38	31	41	49	0
PGK1	587	524	552	611	498	0
AL356235.1	0	0	0	0	0	0
PGAM4	4	4	11	6	5	0
TAF9B	34	55	41	51	54	0
FNDC3CP	0	0	0	0	0	0
CYSLTR1	0	0	0	0	0	0
HMGN1P34	0	0	0	0	0	0
UBE2V1P7	0	0	0	0	0	0
RTL3	0	0	0	0	0	0
PPATP2	0	0	0	0	0	0
LPAR4	1	0	0	0	1	0
RPL7P54	0	0	0	0	0	0
MIR4328	0	0	0	0	0	0
P2RY10	0	0	0	0	0	0
P2RY10BP	0	0	0	0	0	0
GPR174	0	0	0	0	0	0
CTHRC1P1	0	0	0	0	0	0
KIF4CP	0	0	0	0	0	0
ITM2A	14	9	3	15	8	0
AL009028.1	0	0	0	0	0	0
TBX22	0	0	0	0	0	0
CHMP1B2P	0	0	0	0	0	0
TENT5D	0	0	0	0	0	0
HNRNPH3P1	0	0	0	0	0	0
AL512504.2	15	19	23	8	18	0
HK2P1	6	18	24	16	10	0
BRWD3	24	31	34	46	36	0
AL512504.1	62	57	72	54	64	0
RNU6-493P	0	0	0	0	0	0
VDAC1P1	187	192	195	221	223	0
RNU6-995P	0	0	0	0	0	0
AL391294.1	0	0	0	0	0	0
HMGN5	12	11	15	0	0	0
SH3BGRL	166	188	150	134	164	0
AL359885.1	0	0	0	0	0	0
AL445213.1	0	0	0	0	0	0
AL691517.1	0	0	1	0	0	0
RNU6-974P	0	0	0	0	0	0
AL031313.1	18	12	13	16	22	0
RPL22P22	0	0	0	0	0	0
AL008987.1	2	0	1	2	5	0
ATG4AP1	3	2	7	0	4	0
Z82170.1	0	0	0	0	0	0
POU3F4	0	0	0	0	0	0
AL121882.1	0	0	0	0	0	0
TERF1P4	8	13	3	18	7	0
CYLC1	0	0	0	0	0	0
RPS6KA6	7	14	8	2	4	0
MIR548I4	0	0	0	0	0	0
HDX	6	9	12	19	2	0
AL450471.1	0	0	0	0	0	0
SETP4	3	1	0	1	0	0
UBE2DNL	0	0	0	0	0	0
Z83820.1	0	0	0	0	0	0
APOOL	41	38	20	29	36	0
SATL1	0	0	0	0	0	0
Z99571.1	0	0	0	0	0	0
AC003001.2	0	0	0	0	0	0
AC003001.1	0	0	0	0	0	0
ZNF711	6	6	4	0	15	0
POF1B	0	0	0	0	0	0
MIR1321	0	0	0	0	0	0
SFR1P2	0	0	0	0	0	0
AL022401.1	0	0	0	0	0	0
CHM	34	46	67	51	34	0
MIR361	0	0	0	0	0	0
NDUFA5P7	0	0	0	0	0	0
STIP1P3	242	257	265	255	236	0
TPMTP4	0	0	0	0	0	0
DACH2	0	0	0	0	0	0
EEF1A1P29	0	0	0	0	0	0
GEMIN8P3	0	0	0	0	0	0
FCF1P9	0	0	0	0	0	0
AL390058.1	0	0	0	0	0	0
Z82210.1	0	0	0	0	0	0
AL590229.1	0	0	0	0	0	0
Z96811.1	0	0	0	0	0	0
KLHL4	77	78	76	84	94	0
RPSAP15	136	129	111	106	133	0
Z83818.2	0	0	0	0	0	0
Z83818.1	0	0	0	0	0	0
AL136363.1	0	0	0	0	0	0
AL136363.2	0	0	0	0	0	0
AL035246.1	0	0	0	0	0	0
AL024493.1	85	69	76	68	72	0
AL929325.1	3	11	4	3	14	0
CPXCR1	0	0	0	0	0	0
AL022154.1	0	0	0	0	0	0
AL645638.1	3	0	0	0	1	0
AL731768.1	0	0	0	0	0	0
SRIP2	3	4	6	3	3	0
AL121872.1	0	0	0	0	0	0
TGIF2LX	0	0	0	0	0	0
AL121877.1	6	11	6	8	13	0
USP12PX	19	33	25	8	12	0
AL121873.1	0	0	0	0	0	0
RNF19BPX	0	0	0	0	0	0
UBE2V1P9	0	0	0	0	0	0
RNU6-555P	0	0	0	0	0	0
AL121823.1	0	0	0	0	0	0
PABPC5-AS1	0	0	0	0	0	0
AL662874.1	0	0	0	0	0	0
PABPC5	2	4	0	5	0	0
SERBP1P4	0	0	0	0	0	0
PCDH11X	0	0	0	0	0	0
RNU2-26P	0	0	0	0	0	0
VDAC1P3	5	4	1	2	9	0
EIF4A1P10	906	1014	1021	1015	1036	0
KRT18P11	58	65	51	66	63	0
SNX3P1X	0	0	0	0	0	0
AL121871.1	3	2	2	4	2	0
TUSC2P2	0	0	0	0	0	0
AL158053.1	0	0	0	0	0	0
AL359263.1	175	205	244	213	234	0
ST13P18	59	71	58	69	58	0
AL023280.1	0	0	0	0	0	0
RPL7P55	0	0	0	0	0	0
NAP1L3	1	2	0	0	6	0
FAM133A	0	0	0	0	0	0
Z94722.1	0	0	0	0	0	0
RNU6-332P	0	0	0	0	0	0
AL390840.1	0	0	0	0	0	0
PAICSP7	0	0	0	0	0	0
CCNB1IP1P3	0	0	0	0	0	0
MIR548M	0	0	0	0	0	0
AL022161.1	0	0	0	0	0	0
CALM1P1	89	100	87	104	126	0
RNA5SP510	0	0	0	0	0	0
AL365400.1	0	0	0	0	0	0
HNRNPDLP3	0	0	0	0	0	0
HNRNPDLP1	0	0	0	0	0	0
RPS7P13	0	0	0	0	0	0
AL365400.2	0	0	0	0	0	0
AL137845.2	33	38	24	29	34	0
RN7SL379P	0	0	0	0	0	0
AL137845.1	5	2	6	6	5	0
RPS29P28	0	0	0	0	0	0
BRDTP1	0	0	0	0	0	0
RN7SKP194	0	0	0	0	0	0
AL606530.1	0	1	0	0	0	0
DIAPH2	34	65	94	72	40	0
RPA4	0	0	0	0	0	0
NDUFB5P2	0	0	0	0	0	0
RN7SL74P	0	0	0	0	0	0
DIAPH2-AS1	0	0	2	0	0	0
AL354685.1	0	0	0	0	0	0
AL354685.2	15	17	10	18	13	0
AL391666.1	0	0	0	0	0	0
RPL6P29	0	0	0	0	0	0
AL357312.1	0	0	0	0	0	0
EEF1A1P15	0	0	0	0	0	0
HMGB1P32	0	0	0	0	0	0
AL157778.1	0	0	0	0	0	0
AL137843.1	0	0	0	0	0	0
XRCC6P5	0	0	0	0	0	0
B3GNT2P1	0	0	0	0	0	0
AL359641.1	13	8	19	4	17	0
RPSAP8	0	0	0	0	1	0
PCDH19	6	2	4	9	4	0
TNMD	0	0	0	0	0	0
TSPAN6	71	117	154	129	130	0
SRPX2	314	309	376	375	422	0
SYTL4	74	94	74	62	74	0
PPIAP89	0	0	0	0	0	0
Z95327.1	48	55	44	47	60	0
Z95327.2	0	0	0	0	0	0
CSTF2	86	54	92	92	53	0
NOX1	2	0	2	0	0	0
HNRNPA1P26	30	24	18	17	18	0
HNRNPA1P27	0	0	0	0	0	0
Z73417.1	10	8	5	11	27	0
XKRX	0	0	5	0	0	0
Z97985.1	1	11	6	5	13	0
ARL13A	0	0	1	0	2	0
TRMT2B	39	98	69	48	78	0
TRMT2B-AS1	0	0	0	0	0	0
TMEM35A	20	8	20	12	10	0
CENPI	46	64	105	31	57	0
Z70280.1	0	4	0	0	1	0
DRP2	0	3	10	6	0	0
TAF7L	2	0	9	3	6	0
RNU6-934P	0	0	0	0	0	0
NANOGNBP3	0	0	0	0	0	0
RPL21P132	0	0	0	0	0	0
TIMM8A	30	2	20	18	17	0
BTK	3	2	0	0	2	0
RPL36A	9	3	8	9	7	0
RPL36A-HNRNPH2	0	0	0	0	0	0
GLA	86	68	59	54	42	0
HNRNPH2	143	153	154	161	120	0
ARMCX4	21	22	28	29	14	0
PPIAP90	0	0	0	0	0	0
AC234775.2	25	22	19	18	14	0
ARMCX1	48	25	23	35	63	0
ARMCX7P	13	39	32	28	14	0
ARMCX6	101	99	111	52	71	0
ARMCX3	142	207	176	147	159	0
ARMCX3-AS1	0	0	0	0	0	0
AC234775.3	4	2	0	2	3	0
RNU6-30P	0	0	2	0	0	0
AC234775.4	0	0	0	0	0	0
ARMCX2	224	249	233	245	275	0
AC234775.1	0	4	0	0	0	0
RNU6-587P	0	0	0	0	0	0
FO082842.1	0	0	0	0	0	0
AL672207.1	7	9	4	15	17	0
NXF5	0	0	0	0	0	0
ZMAT1	4	4	0	3	4	0
Z68868.1	0	0	0	0	0	0
RNU6-345P	0	0	0	0	0	0
Z80107.2	0	0	0	0	0	0
Z80107.1	0	0	0	0	0	0
MTND6P13	0	0	0	0	0	0
TCEAL2	0	0	0	0	0	0
TCEAL6	0	0	0	0	0	0
BEX5	4	4	2	0	0	0
TCP11X3P	0	0	0	0	0	0
TCP11X1	0	0	0	0	0	0
NXF2	0	0	0	0	0	0
AC234791.1	0	0	0	0	0	0
AC235565.2	0	0	0	0	0	0
NXF2B	0	0	0	0	0	0
AC235565.1	0	0	0	0	0	0
TCP11X2	0	0	0	0	0	0
TMSB15A	1	6	2	0	4	0
FOXN3P1	0	1	2	11	4	0
NXF4	0	0	0	0	0	0
ARMCX5	18	8	20	17	10	0
ARMCX5-GPRASP2	2	7	0	5	4	0
AL035427.1	0	0	0	0	0	0
AL035551.1	0	0	0	0	0	0
GPRASP1	9	2	0	2	7	0
RNU6-589P	0	0	0	0	0	0
BEND7P1	0	0	0	0	0	0
GPRASP2	36	18	20	10	32	0
BHLHB9	0	0	0	0	0	0
LINC00630	10	9	9	6	5	0
MTND1P32	0	0	0	0	0	0
MTND2P2	0	0	0	0	0	0
MTCO1P19	0	0	0	0	0	0
MTCO2P19	0	0	0	0	0	0
MTATP6P19	0	0	0	0	0	0
MTCO3P19	0	0	0	0	0	0
MTND4P32	0	0	0	0	0	0
MTND5P26	0	0	0	0	0	0
MTND6P32	0	0	0	0	0	0
MTCYBP32	0	0	0	0	0	0
Z68871.1	1	0	0	2	3	0
RAB40AL	0	0	0	0	2	0
Z95624.1	0	0	0	0	0	0
Z73361.1	0	0	0	0	0	0
BEX1	3	0	0	0	0	0
NXF3	0	0	0	0	0	0
Z75746.1	0	0	0	0	0	0
RPSAP59	0	0	0	0	0	0
BEX4	77	71	93	66	65	0
TCEAL8	105	86	105	77	88	0
Z68694.1	0	0	0	0	0	0
TCEAL5	0	0	0	0	0	0
BEX2	0	5	0	0	3	0
TCEAL7	8	3	12	2	2	0
Z92846.1	0	0	0	0	0	0
TCEAL9	173	137	182	145	180	0
BEX3	294	316	263	283	284	0
AL606763.1	0	1	0	0	1	0
Z69733.1	0	0	0	0	0	0
RAB40A	0	2	0	2	0	0
TCEAL4	103	101	107	95	98	0
Z73965.1	0	0	0	0	0	0
TCEAL3	48	89	70	48	65	0
TCEAL3-AS1	0	0	0	0	0	0
TCEAL1	33	18	22	42	8	0
AL049610.1	4	2	8	2	3	0
MORF4L2	757	718	768	726	744	0
MORF4L2-AS1	0	0	0	0	0	0
GLRA4	0	0	0	0	0	0
TMEM31	0	0	0	0	0	0
PLP1	0	0	0	0	0	0
RAB9B	0	0	0	2	0	0
RNA5SP511	0	0	0	0	0	0
AC234782.2	0	0	0	0	0	0
AC234782.4	0	0	0	0	0	0
AC234782.3	0	0	0	0	0	0
TMSB15B-AS1	2	4	0	0	0	0
TMSB15B	13	7	16	20	9	0
AC234782.1	0	0	0	0	0	0
DPPA3P1	0	0	0	0	0	0
H2BFWT	0	0	0	0	0	0
H2BFM	0	0	0	0	0	0
AC234783.1	3	0	0	2	0	0
SLC25A53	3	10	9	3	13	0
ZCCHC18	2	0	9	2	2	0
FAM199X	111	93	89	115	81	0
ESX1	0	0	0	0	0	0
IL1RAPL2	0	0	0	0	0	0
PHBP10	18	2	0	8	7	0
RPL18AP14	0	0	0	0	0	0
TEX13A	0	0	0	0	0	0
KCTD9P2	8	9	19	12	19	0
RNU6-207P	0	0	0	0	0	0
NRK	11	4	5	4	5	0
SERPINA7	0	0	0	0	0	0
AL512661.1	0	0	0	0	0	0
PWWP3B	0	0	0	0	0	0
AL133271.1	0	0	0	0	0	0
NAP1L4P2	0	0	0	0	0	0
SERPINA7P1	0	0	0	0	0	0
AL590808.1	0	0	0	0	0	0
RADX	0	0	0	0	0	0
MIR548AN	0	0	0	0	0	0
RNF128	0	0	0	0	0	0
TBC1D8B	33	13	19	15	11	0
MORC4	66	51	31	45	68	0
RIPPLY1	0	0	0	0	0	0
CLDN2	0	0	0	0	0	0
EEF1A1P40	0	0	0	0	0	0
RBM41	17	23	9	13	18	0
NUP62CL	0	0	0	0	0	0
AL390039.1	74	67	33	59	58	0
PIH1D3	0	0	0	0	0	0
MYCLP1	0	0	0	0	0	0
DNAJA1P3	181	167	177	156	151	0
KRT18P49	0	0	0	0	0	0
FRMPD3-AS1	0	0	0	0	0	0
FRMPD3	0	0	0	0	0	0
PRPS1	91	89	69	77	92	0
TSC22D3	40	26	36	45	28	0
NCBP2L	0	0	0	0	0	0
MID2	40	30	55	14	44	0
AL034399.2	0	0	0	0	0	0
AL034399.1	0	0	0	0	0	0
NLRP3P1	0	0	0	0	0	0
TEX13B	0	0	0	0	0	0
VSIG1	0	8	3	2	6	0
PSMD10	90	124	113	104	94	0
ATG4A	77	103	71	83	97	0
COL4A6	0	8	3	0	2	0
AL034369.1	0	0	0	0	0	0
COL4A5	84	114	147	140	110	0
AL035425.3	0	0	0	0	0	0
AL035425.2	0	0	0	0	0	0
AL035425.4	0	0	0	0	0	0
IRS4	0	0	0	0	0	0
AL035425.1	0	0	0	0	0	0
RNU6-309P	0	0	0	0	0	0
AL928646.1	0	0	0	0	0	0
AL034403.1	0	0	0	0	0	0
GUCY2F	0	0	0	0	0	0
NXT2	4	8	14	31	12	0
AL118496.1	22	22	27	8	14	0
KCNE5	0	0	0	0	0	0
ACSL4	220	296	241	193	261	0
AL118496.2	0	0	0	0	0	0
RPS5P7	0	0	0	0	0	0
TMEM164	69	106	46	78	66	0
MIR652	0	0	0	0	0	0
MIR3978	0	0	0	0	0	0
AMMECR1	24	20	30	20	25	0
SNORD96B	0	0	0	0	0	0
AMMECR1-IT1	0	0	0	0	0	0
GNG5P2	74	119	105	109	97	0
RTL9	0	0	0	0	0	0
TDGF1P3	0	0	0	0	0	0
AL512882.1	0	0	2	0	0	0
CHRDL1	0	0	0	0	0	0
PAK3	2	0	8	0	0	0
FCF1P4	0	0	0	0	0	0
GLUD1P9	0	0	0	0	0	0
CAPN6	0	0	0	0	0	0
DCX	0	0	0	0	0	0
RNU6-496P	0	0	0	0	0	0
HMGB1P12	0	0	0	0	0	0
SERTM2	0	0	0	0	0	0
AL589880.1	0	0	0	0	0	0
EIF4BP7	116	118	177	141	188	0
RPL18AP15	0	0	0	0	0	0
ALG13	40	87	36	37	56	0
RNA5SP512	0	0	0	0	0	0
ALG13-AS1	0	0	0	0	3	0
TRPC5	0	0	0	0	0	0
TRPC5OS	0	0	0	0	0	0
AC005191.1	0	0	0	0	0	0
DPRXP7	0	0	0	0	0	0
AL392112.1	0	0	0	0	0	0
RTL4	0	0	0	0	0	0
LHFPL1	0	0	0	0	0	0
HMGB3P30	0	0	0	0	0	0
AMOT	13	16	4	10	7	0
MIR4329	0	0	0	0	0	0
RN7SL266P	0	0	0	0	0	0
AC002072.1	0	0	0	0	0	0
RNU6-1015P	0	0	0	0	0	0
AL031183.1	0	0	0	0	0	0
AC233289.1	0	0	0	0	0	0
XACT	0	0	0	0	0	0
QTRT1P1	0	0	0	0	0	0
RNU1-57P	0	0	0	0	0	0
RN7SL93P	0	0	0	0	0	0
RF00088	0	0	0	0	0	0
AL953862.1	1	3	3	4	4	0
AL953862.2	1	3	2	3	0	0
SSU72P1	1	0	0	1	0	0
HTR2C	0	0	0	0	0	0
RPL36AP53	0	0	0	0	0	0
SNORA35	0	0	0	0	0	0
MIR764	0	0	0	0	0	0
MIR1912	0	0	0	0	0	0
MIR1264	0	0	0	0	0	0
MIR1298	0	0	0	0	0	0
MIR1911	0	0	0	0	0	0
HSPA8P7	58	67	78	80	54	0
MIR448	0	0	0	0	0	0
AL355812.1	0	0	0	0	0	0
IL13RA2	0	0	0	0	0	0
RNU6-648P	0	0	0	0	0	0
AL121878.1	0	0	0	0	0	0
YAP1P2	0	0	0	0	0	0
LRCH2	14	11	0	30	17	0
SNORA35B	0	0	0	0	0	0
RBMXL3	0	0	0	0	0	0
RPL36P18	0	0	0	0	0	0
LUZP4	0	0	0	0	0	0
AC239600.2	0	0	0	0	0	0
AC239600.1	0	0	0	0	0	0
PLS3-AS1	0	0	0	0	0	0
PLS3	1669	1684	1648	1760	1690	0
AC005000.2	0	0	0	0	0	0
ASS1P5	1	0	0	0	0	0
EEF1GP5	0	0	0	0	0	0
AC005000.1	95	120	118	147	124	0
DANT1	0	0	0	0	0	0
DANT2	1	0	3	0	0	0
RN7SL712P	0	0	0	0	0	0
AKR1B1P8	0	0	0	0	0	0
API5P1	118	115	113	82	89	0
AGTR2	0	0	0	0	0	0
RNU6-154P	0	0	0	0	0	0
SLC6A14	0	0	0	0	0	0
CT83	0	0	0	0	0	0
BX119904.3	0	0	0	0	0	0
BX119904.4	0	0	0	0	0	0
BX119904.2	0	0	0	0	0	0
BX119904.1	7	5	18	1	2	0
RNU6-1323P	0	0	0	0	0	0
SETP8	3	0	0	0	0	0
AC005002.2	0	0	0	0	0	0
AC005002.1	2	1	2	2	4	0
AC006963.1	0	0	0	0	0	0
KLHL13	112	100	86	90	106	0
TUBB4BP3	0	0	0	0	0	0
RPL12P43	0	0	0	0	0	0
AL391358.1	2	2	0	0	1	0
WDR44	87	104	54	102	97	0
MIR1277	0	0	0	0	0	0
DOCK11	0	0	0	3	0	0
RBBP8P1	0	0	0	0	0	0
IL13RA1	305	405	421	387	456	0
RF00566	0	0	0	0	0	0
AL391280.1	0	0	4	1	1	0
ZCCHC12	0	0	0	0	0	0
LINC01285	0	0	0	0	0	0
AC006965.1	1	9	3	4	3	0
AL772284.1	0	0	0	0	0	0
LONRF3	17	16	19	15	12	0
AL772284.2	0	0	0	0	0	0
KIAA1210	0	0	0	0	0	0
ARL5AP1	0	0	0	0	0	0
HNRNPA1P28	0	0	0	0	0	0
AC004835.2	0	0	1	0	0	0
PGRMC1	147	129	134	137	122	0
AKAP17BP	0	0	0	0	0	0
AC004835.1	0	0	0	0	0	0
AC004973.1	0	0	0	0	0	0
MRPS17P9	0	0	0	0	0	0
SLC25A43	41	35	45	30	41	0
AC004000.1	0	0	0	0	0	0
RNU1-67P	0	0	0	0	0	0
RN7SL118P	0	0	0	0	0	0
RNY3P16	0	0	0	0	0	0
SLC25A5-AS1	2	0	0	0	0	0
SLC25A5	389	413	413	443	407	0
CXorf56	9	14	22	9	9	0
UBE2A	236	240	221	227	193	0
NKRF	29	33	23	41	34	0
SEPT6	112	99	99	110	97	0
MIR766	0	0	0	0	0	0
AC005052.1	0	0	0	0	0	0
SOWAHD	0	0	0	0	0	0
RPL39	8	2	5	7	2	0
SNORA69	0	0	2	0	0	0
UPF3B	14	22	43	10	36	0
RNF113A	33	32	22	34	16	0
NDUFA1	67	84	71	98	91	0
AKAP14	0	0	0	0	0	0
NKAP	26	19	40	14	24	0
RHOXF1P3	0	0	0	0	0	0
RHOXF1P1	0	0	0	0	0	0
RHOXF1P2	0	0	0	0	0	0
RHOXF1-AS1	0	0	0	0	0	0
RHOXF2B	0	0	0	0	0	0
RHOXF1	0	0	0	0	0	0
LINC01402	0	0	0	0	0	0
NKAPP1	2	0	2	0	5	0
RHOXF2	0	0	0	0	0	0
SFR1P1	0	0	1	0	0	0
EEF1A1P30	0	0	0	0	0	0
ZBTB33	32	75	60	50	52	0
TMEM255A	0	0	0	0	0	0
AL512286.1	0	1	3	1	2	0
ATP1B4	0	0	0	0	0	0
LAMP2	447	566	475	470	472	0
RNU7-37P	0	0	0	0	0	0
CUL4B	349	340	324	300	372	0
MCTS1	102	66	61	65	86	0
C1GALT1C1	98	101	112	90	101	0
AC011890.2	0	0	0	0	0	0
AC011890.1	2	1	2	7	2	0
PA2G4P1	8	5	7	5	5	0
CT47B1	0	0	0	0	0	0
AC008162.1	0	0	0	0	0	0
AC008162.2	0	0	0	0	0	0
CT47A12	0	0	0	0	0	0
AL670379.6	0	0	0	0	0	0
CT47A11	0	0	0	0	0	0
AL670379.4	0	0	0	0	0	0
CT47A10	0	0	0	0	0	0
AL670379.10	0	0	0	0	0	0
CT47A9	0	0	0	0	0	0
AL670379.9	0	0	0	0	0	0
CT47A8	0	0	0	0	0	0
AL670379.2	0	0	0	0	0	0
CT47A7	0	0	0	0	0	0
AL670379.12	0	0	0	0	0	0
CT47A6	0	0	0	0	0	0
AL670379.11	0	0	0	0	0	0
CT47A5	0	0	0	0	0	0
AL670379.7	0	0	0	0	0	0
CT47A4	0	0	0	0	0	0
AL670379.8	0	0	0	0	0	0
CT47A3	0	0	0	0	0	0
AL670379.5	0	0	0	0	0	0
CT47A2	0	0	0	0	0	0
AL670379.3	0	0	0	0	0	0
CT47A1	0	0	0	0	0	0
AL670379.1	0	0	0	0	0	0
AC006144.1	0	0	0	0	0	0
GLUD2	149	165	141	139	151	0
AC002377.1	0	0	0	0	0	0
HSPA8P1	128	122	130	116	119	0
MIR3672	0	0	0	0	0	0
TPT1P13	0	0	0	0	0	0
AL359851.1	0	0	0	0	0	0
AL441985.1	0	0	0	0	0	0
AL357562.1	0	0	0	0	0	0
RPL3P12	0	0	0	0	0	0
MRRFP1	14	13	8	16	14	0
GRIA3	0	0	0	0	0	0
AL590139.1	0	0	0	0	0	0
AL030996.1	0	0	0	0	0	0
TUBB4AP1	0	0	0	0	1	0
THOC2	152	120	134	95	160	0
FERP1	0	0	0	0	0	0
MEMO1P4	0	0	0	0	0	0
RNU7-69P	0	0	0	0	0	0
CHCHD2P1	0	0	0	0	0	0
RN7SL190P	0	0	0	0	0	0
XIAP	77	58	58	57	69	0
XIAP-AS1	0	0	0	0	0	0
RNU6-122P	0	0	0	0	0	0
AL121601.2	0	0	0	0	0	0
AL121601.1	0	0	0	0	0	0
STAG2	179	193	202	165	154	0
ZIK1P1	0	0	0	0	0	0
HSPA8P20	0	0	0	0	0	0
SH2D1A	0	0	0	0	0	0
TEX13D	0	0	0	0	0	0
NPM1P34	0	0	0	0	1	0
AL022718.1	0	0	0	0	0	0
TENM1	0	0	0	0	0	0
Z85995.1	0	0	0	0	0	0
AL008707.1	0	0	0	0	0	0
TEX13C	0	0	0	0	0	0
AL627231.1	38	36	40	39	28	0
AL645820.1	0	0	0	0	0	0
AL445072.1	0	0	0	0	0	0
DCAF12L2	0	0	0	0	0	0
MTCO1P53	0	0	0	0	1	0
MTND4LP1	1	0	0	0	0	0
MTND4P24	1	0	2	1	2	0
Z69908.1	0	0	0	0	0	0
DCAF12L1	24	6	29	19	12	0
MTCYBP38	0	0	0	0	0	0
PRR32	0	0	0	0	0	0
Z82209.1	0	0	0	0	0	0
Z82209.2	0	0	0	0	0	0
AL662814.1	0	0	0	0	0	0
AL591643.1	0	0	0	0	0	0
Z75741.2	0	0	0	0	0	0
Z75741.1	0	0	0	0	0	0
ACTRT1	0	0	0	0	0	0
Z74696.2	1	0	0	0	0	0
BTG3P1	0	0	0	0	0	0
Z74696.1	0	0	0	0	0	0
RPL7AP72	0	0	0	0	0	0
AL442647.1	0	0	0	0	0	0
AL442647.2	0	0	0	0	0	0
KRT18P44	0	0	0	0	0	0
RPL32P35	0	0	0	0	0	0
AL359845.1	1	1	1	4	3	0
RPS26P56	0	0	0	0	0	0
RNA5SP513	0	0	0	0	0	0
SMARCA1	151	111	134	158	194	0
OCRL	115	95	146	130	180	0
APLN	1010	951	970	1026	985	0
XPNPEP2	0	0	0	0	0	0
SASH3	0	0	0	0	0	0
AL023653.1	0	0	0	0	0	0
ZDHHC9	150	155	202	158	181	0
AL034405.1	0	0	0	0	0	0
SALL4P2	0	0	0	0	0	0
UTP14A	40	58	40	71	44	0
BCORL1	54	78	45	51	64	0
ELF4	142	159	139	225	164	0
AIFM1	89	101	97	138	124	0
RAB33A	0	0	2	0	0	0
ZNF280C	3	7	30	11	13	0
RNU6-1130P	0	0	0	0	0	0
AL035423.1	0	0	0	0	0	0
SLC25A14	5	12	11	27	40	0
GPR119	0	0	0	0	0	0
RBMX2	31	23	23	14	12	0
Z82195.2	0	0	0	0	0	0
FAM45BP	62	52	17	23	31	0
Z82195.1	0	0	0	0	0	0
ENOX2	29	32	45	31	14	0
AL049733.1	4	2	2	7	0	0
LINC01201	0	0	0	0	0	0
ARHGAP36	0	0	0	0	0	0
RN7SL191P	0	0	0	0	0	0
OR11Q1P	0	0	0	0	0	0
AL603758.1	0	0	0	0	0	0
IGSF1	0	0	0	0	0	0
OR11N1P	0	0	0	0	0	0
OR5AW1P	0	0	0	0	0	0
OR5BH1P	0	0	0	0	0	0
OR1AA1P	0	0	0	0	0	0
AL049734.2	0	0	0	0	0	0
AL049734.1	0	0	0	0	0	0
OR13H1	0	0	0	0	0	0
OR13K1P	0	0	0	0	0	0
AL365256.1	0	0	0	0	0	0
OR7L1P	0	0	0	0	0	0
OR2AF1P	0	0	0	0	0	0
HDGFP1	31	31	24	27	25	0
FIRRE	0	6	4	0	0	0
MCRIP2P1	0	0	0	0	0	0
PNKDP1	18	14	17	9	11	0
AL008629.1	0	0	0	0	0	0
RNA5SP514	0	0	0	0	0	0
STK26	24	59	31	54	14	0
